32;-4.0102
33;-3.5767
34;-3.2226
35;-2.8503
36;-2.4424
37;-2.1081
38;-1.7358
39;-1.3299
40;-0.9315
41;-0.5203
42;-0.13426
43;0.25504
44;0.6584
45;1.05682
46;1.3524
47;1.76
48;2.2563
49;2.6784
50;2.9871
51;3.3705
52;3.7733
