STATUS,CLK,DOUT,D0,D1,D2,D3,D4,D5,D6,D7,A0,t
0,1,1,0,0,1,1,0,0,1,1,-0.001608,0.004800
0,1,1,0,0,1,1,0,0,1,1,-0.001286,0.004900
0,0,1,0,0,1,1,0,0,1,1,-0.001930,0.005000
0,0,1,0,0,1,1,0,0,1,1,-0.002574,0.005100
0,0,1,0,0,1,1,0,0,1,1,-0.001930,0.005200
0,0,1,0,0,1,1,0,0,1,1,-0.001286,0.005300
0,0,1,0,0,1,1,0,0,1,1,-0.000964,0.005400
0,0,1,0,0,1,1,0,0,1,1,-0.001608,0.005500
0,0,1,0,0,1,1,0,0,1,1,-0.001608,0.005600
0,0,1,0,0,1,1,0,0,1,1,-0.001286,0.005700
0,0,1,0,0,1,1,0,0,1,1,-0.002252,0.005800
0,0,1,0,0,1,1,0,0,1,1,-0.001286,0.005900
0,0,1,0,0,1,1,0,0,1,1,-0.001930,0.006000
0,0,1,0,0,1,1,0,0,1,1,-0.001286,0.006100
0,0,1,0,0,1,1,0,0,1,1,-0.001930,0.006200
0,0,1,0,0,1,1,0,0,1,1,-0.001930,0.006300
0,0,1,0,0,1,1,0,0,1,1,-0.001608,0.006400
0,0,1,0,0,1,1,0,0,1,1,-0.000964,0.006500
0,0,1,0,0,1,1,0,0,1,1,-0.001930,0.006600
0,0,1,0,0,1,1,0,0,1,1,-0.001286,0.006700
0,0,1,0,0,1,1,0,0,1,1,-0.001286,0.006800
0,0,1,0,0,1,1,0,0,1,1,-0.001930,0.006900
0,0,1,0,0,1,1,0,0,1,1,-0.001930,0.007000
0,0,1,0,0,1,1,0,0,1,1,-0.001930,0.007100
0,0,1,0,0,1,1,0,0,1,1,-0.000964,0.007200
0,0,1,0,0,1,1,0,0,1,1,-0.001930,0.007300
0,0,1,0,0,1,1,0,0,1,1,-0.001608,0.007400
0,0,1,0,0,1,1,0,0,1,1,-0.001286,0.007500
0,0,1,0,0,1,1,0,0,1,1,-0.001286,0.007600
0,0,1,0,0,1,1,0,0,1,1,-0.001930,0.007700
0,0,1,0,0,1,1,0,0,1,1,-0.000964,0.007800
0,0,1,0,0,1,1,0,0,1,1,-0.002252,0.007900
0,0,1,0,0,1,1,0,0,1,1,-0.002252,0.008000
0,0,1,0,0,1,1,0,0,1,1,-0.001608,0.008100
0,0,1,0,0,1,1,0,0,1,1,-0.001608,0.008200
0,0,1,0,0,1,1,0,0,1,1,-0.001930,0.008300
0,0,1,0,0,1,1,0,0,1,1,-0.001608,0.008400
0,0,1,0,0,1,1,0,0,1,1,-0.001286,0.008500
0,0,1,0,0,1,1,0,0,1,1,-0.001608,0.008600
0,0,1,0,0,1,1,0,0,1,1,-0.001608,0.008700
0,0,1,0,0,1,1,0,0,1,1,-0.001930,0.008800
0,0,1,0,0,1,1,0,0,1,1,-0.001286,0.008900
0,0,1,0,0,1,1,0,0,1,1,-0.001608,0.009000
0,0,1,0,0,1,1,0,0,1,1,-0.001286,0.009100
0,0,1,0,0,1,1,0,0,1,1,-0.001286,0.009200
0,0,1,0,0,1,1,0,0,1,1,-0.001286,0.009300
0,0,1,0,0,1,1,0,0,1,1,-0.001608,0.009400
0,0,1,0,0,1,1,0,0,1,1,-0.001286,0.009500
0,0,1,0,0,1,1,0,0,1,1,-0.001286,0.009600
0,0,1,0,0,1,1,0,0,1,1,-0.001608,0.009700
0,0,1,0,0,1,1,0,0,1,1,-0.001286,0.009800
0,0,1,0,0,1,1,0,0,1,1,-0.001608,0.009900
1,1,0,0,0,0,0,0,0,0,1,0.450672,0.010000
1,1,0,0,0,0,0,0,0,0,1,0.451317,0.010100
1,1,0,0,0,0,0,0,0,0,1,0.450994,0.010200
1,1,0,0,0,0,0,0,0,0,1,0.450994,0.010300
1,1,0,0,0,0,0,0,0,0,1,0.450672,0.010400
1,1,0,0,0,0,0,0,0,0,1,0.450994,0.010500
1,1,0,0,0,0,0,0,0,0,1,0.451317,0.010600
1,1,0,0,0,0,0,0,0,0,1,0.450994,0.010700
1,1,0,0,0,0,0,0,0,0,1,0.450994,0.010800
